Country/Region,Province/State,Country/Region,date,Lat,Long,confirmed,deaths,recoveries
Luxembourg,,Luxembourg,4/27/20,49.8153,6.1296,3729,88,3123
Madagascar,,Madagascar,4/27/20,-18.766947,46.869107,128,0,75
Malaysia,,Malaysia,4/27/20,4.210483999999999,101.975766,5820,99,3957
Maldives,,Maldives,4/27/20,3.2028,73.2207,226,0,17
Malta,,Malta,4/27/20,35.9375,14.3754,450,4,286
Mauritania,,Mauritania,4/27/20,21.0079,-10.9408,7,1,6
Mauritius,,Mauritius,4/27/20,-20.348404,57.552152,334,10,302
Mexico,,Mexico,4/27/20,23.6345,-102.5528,15529,1434,9086
Moldova,,Moldova,4/27/20,47.4116,28.3699,3481,102,925
Monaco,,Monaco,4/27/20,43.7333,7.4167,95,4,42
Mongolia,,Mongolia,4/27/20,46.8625,103.8467,38,0,10
Montenegro,,Montenegro,4/27/20,42.708678000000006,19.37439,321,7,189
Morocco,,Morocco,4/27/20,31.7917,-7.0926,4120,162,695
Namibia,,Namibia,4/27/20,-22.9576,18.4904,16,0,8
Nepal,,Nepal,4/27/20,28.1667,84.25,52,0,16
Netherlands,Aruba,Netherlands,4/27/20,12.5211,-69.9683,100,2,73
Netherlands,Curacao,Netherlands,4/27/20,12.1696,-68.99,16,1,11
Netherlands,Sint Maarten,Netherlands,4/27/20,18.0425,-63.0548,74,13,33
Netherlands,,Netherlands,4/27/20,52.1326,5.2913,38245,4518,0
New Zealand,,New Zealand,4/27/20,-40.9006,174.886,1472,19,1214
Nicaragua,,Nicaragua,4/27/20,12.865416,-85.207229,13,3,7
Niger,,Niger,4/27/20,17.607789,8.081666,701,29,385
Nigeria,,Nigeria,4/27/20,9.082,8.6753,1337,40,255
North Macedonia,,North Macedonia,4/27/20,41.6086,21.7453,1399,65,553
Norway,,Norway,4/27/20,60.472,8.4689,7599,205,32
Oman,,Oman,4/27/20,21.512583,55.92325500000001,2049,10,364
Pakistan,,Pakistan,4/27/20,30.3753,69.3451,14612,312,3233
Panama,,Panama,4/27/20,8.538,-80.7821,6021,167,455
Papua New Guinea,,Papua New Guinea,4/27/20,-6.314993,143.95555,8,0,0
Paraguay,,Paraguay,4/27/20,-23.4425,-58.4438,228,9,93
Peru,,Peru,4/27/20,-9.19,-75.0152,28699,782,8425
Philippines,,Philippines,4/27/20,12.879721,121.774017,7777,511,932
Poland,,Poland,4/27/20,51.9194,19.1451,11902,562,2466
Portugal,,Portugal,4/27/20,39.3999,-8.2245,24027,928,1357
Qatar,,Qatar,4/27/20,25.3548,51.1839,11244,10,1066
Romania,,Romania,4/27/20,45.9432,24.9668,11339,641,3141
Russia,,Russia,4/27/20,61.52401,105.318756,87147,794,7346
Rwanda,,Rwanda,4/27/20,-1.9403,29.8739,207,0,93
Saint Lucia,,Saint Lucia,4/27/20,13.9094,-60.9789,15,0,15
St. Vincent & Grenadines,,St. Vincent & Grenadines,4/27/20,12.9843,-61.2872,15,0,8
San Marino,,San Marino,4/27/20,43.9424,12.4578,538,41,64
Saudi Arabia,,Saudi Arabia,4/27/20,23.885942,45.079162,18811,144,2531
Senegal,,Senegal,4/27/20,14.4974,-14.4524,736,9,284
Serbia,,Serbia,4/27/20,44.0165,21.0059,8275,162,1209
Seychelles,,Seychelles,4/27/20,-4.6796,55.492,11,0,6
Singapore,,Singapore,4/27/20,1.2833,103.8333,14423,14,1095
Slovakia,,Slovakia,4/27/20,48.669,19.699,1381,18,403
Slovenia,,Slovenia,4/27/20,46.1512,14.9955,1402,83,221
Somalia,,Somalia,4/27/20,5.152149,46.199616,480,26,10
South Africa,,South Africa,4/27/20,-30.5595,22.9375,4793,90,1473
Spain,,Spain,4/27/20,40.463667,-3.74922,209465,23521,100875
Sri Lanka,,Sri Lanka,4/27/20,7.873054,80.77179699999998,588,7,126
Sudan,,Sudan,4/27/20,12.8628,30.2176,275,22,21
Suriname,,Suriname,4/27/20,3.9193,-56.0278,10,1,7
Sweden,,Sweden,4/27/20,60.128161,18.643501,18926,2274,0
Switzerland,,Switzerland,4/27/20,46.8182,8.2275,29164,1665,22200
Taiwan,,Taiwan,4/27/20,23.7,121.0,429,6,290
Tanzania,,Tanzania,4/27/20,-6.369028,34.888822,299,10,48
Thailand,,Thailand,4/27/20,15.870032,100.992541,2931,52,2609
Togo,,Togo,4/27/20,8.6195,0.8248,98,6,62
Trinidad and Tobago,,Trinidad and Tobago,4/27/20,10.6918,-61.2225,116,8,59
Tunisia,,Tunisia,4/27/20,33.886917,9.537499,967,39,279
Turkey,,Turkey,4/27/20,38.9637,35.2433,112261,2900,33791
Uganda,,Uganda,4/27/20,1.373333,32.290275,79,0,47
Ukraine,,Ukraine,4/27/20,48.3794,31.1656,9009,220,864
United Arab Emirates,,United Arab Emirates,4/27/20,23.424076,53.847818,10839,82,2090
United Kingdom,Bermuda,United Kingdom,4/27/20,32.3078,-64.7505,110,6,44
United Kingdom,Cayman Islands,United Kingdom,4/27/20,19.3133,-81.2546,70,1,8
United Kingdom,Channel Islands,United Kingdom,4/27/20,49.3723,-2.3644,525,35,352
United Kingdom,Gibraltar,United Kingdom,4/27/20,36.1408,-5.3536,141,0,131
United Kingdom,Isle of Man,United Kingdom,4/27/20,54.2361,-4.5481,308,20,248
United Kingdom,Montserrat,United Kingdom,4/27/20,16.742498,-62.187366,11,1,2
United Kingdom,,United Kingdom,4/27/20,55.3781,-3.4360000000000004,162431,24408,0
Uruguay,,Uruguay,4/27/20,-32.5228,-55.7658,620,15,386
United States,,United States,4/27/20,40.0,-100.0,990983,57235,111424
Uzbekistan,,Uzbekistan,4/27/20,41.377491,64.585262,1904,8,892
Venezuela,,Venezuela,4/27/20,6.4238,-66.5897,329,10,142
Vietnam,,Vietnam,4/27/20,14.058324,108.277199,270,0,225
Zambia,,Zambia,4/27/20,-13.133897,27.849332,88,3,42
Zimbabwe,,Zimbabwe,4/27/20,-19.015438,29.154857,32,4,5
Dominica,,Dominica,4/27/20,15.415,-61.371,16,0,13
Grenada,,Grenada,4/27/20,12.1165,-61.679,18,0,7
Mozambique,,Mozambique,4/27/20,-18.6657,35.5296,76,0,12
Syria,,Syria,4/27/20,34.8021,38.9968,43,3,19
Timor-Leste,,Timor-Leste,4/27/20,-8.8742,125.7275,24,0,2
Belize,,Belize,4/27/20,17.1899,-88.4976,18,2,6
Laos,,Laos,4/27/20,19.85627,102.495496,19,0,7
Libya,,Libya,4/27/20,26.3351,17.228331,61,2,18
Israel,,Israel,4/27/20,31.9522,35.2332,342,2,83
Guinea-Bissau,,Guinea-Bissau,4/27/20,11.8037,-15.1804,73,1,18
Mali,,Mali,4/27/20,17.570692,-3.996166000000001,408,23,113
Saint Kitts & Nevis,,Saint Kitts & Nevis,4/27/20,17.357822,-62.782998,15,0,2
Kosovo,,Kosovo,4/27/20,42.602636,20.902977,763,21,166
Myanmar,,Myanmar,4/27/20,21.9162,95.956,146,5,16
United Kingdom,Anguilla,United Kingdom,4/27/20,18.2206,-63.0686,3,0,3
United Kingdom,British Virgin Islands,United Kingdom,4/27/20,18.4207,-64.64,6,1,3
United Kingdom,Turks and Caicos Islands,United Kingdom,4/27/20,21.69400000000001,-71.7979,12,1,5
MS Zaandam,,MS Zaandam,4/27/20,0.0,0.0,9,2,0
Botswana,,Botswana,4/27/20,-22.3285,24.6849,22,1,0
Burundi,,Burundi,4/27/20,-3.3731,29.9189,11,1,4
Sierra Leone,,Sierra Leone,4/27/20,8.460555000000001,-11.779889,93,4,10
Netherlands,"Bonaire, Sint Eustatius and Saba",Netherlands,4/27/20,12.1784,-68.2385,5,0,0
Malawi,,Malawi,4/27/20,-13.2543,34.3015,36,3,4
United Kingdom,Falkland Islands (Malvinas),United Kingdom,4/27/20,-51.7963,-59.5236,13,0,11
France,Saint Pierre and Miquelon,France,4/27/20,46.8852,-56.3159,1,0,0
South Sudan,,South Sudan,4/27/20,6.877000000000002,31.307,6,0,0
Western Sahara,,Western Sahara,4/27/20,24.2155,-12.8858,6,0,5
Sao Tome & Principe,,Sao Tome & Principe,4/27/20,0.1864,6.6131,4,0,0
Yemen,,Yemen,4/27/20,15.552727,48.516388,1,0,1
Comoros,,Comoros,4/27/20,-11.6455,43.3333,0,0,0
Tajikistan,,Tajikistan,4/27/20,38.861,71.2761,0,0,0
Lesotho,,Lesotho,4/27/20,-29.61,28.2336,0,0,0
Afghanistan,,Afghanistan,4/28/20,33.93911,67.709953,1828,58,228
Albania,,Albania,4/28/20,41.1533,20.1683,750,30,431
Algeria,,Algeria,4/28/20,28.0339,1.6596,3649,437,1651
Andorra,,Andorra,4/28/20,42.5063,1.5218,743,41,398
Angola,,Angola,4/28/20,-11.2027,17.8739,27,2,6
Antigua and Barbuda,,Antigua and Barbuda,4/28/20,17.0608,-61.7964,24,3,11
Argentina,,Argentina,4/28/20,-38.4161,-63.6167,4127,207,1162
Armenia,,Armenia,4/28/20,40.0691,45.0382,1867,30,866
Australia,Australian Capital Territory,Australia,4/28/20,-35.4735,149.0124,106,3,101
Australia,New South Wales,Australia,4/28/20,-33.8688,151.2093,3016,39,2266
Australia,Northern Territory,Australia,4/28/20,-12.4634,130.8456,28,0,25
Australia,Queensland,Australia,4/28/20,-27.4698,153.0251,1034,6,934
Australia,South Australia,Australia,4/28/20,-34.9285,138.6007,438,4,420
Australia,Tasmania,Australia,4/28/20,-42.8821,147.3272,218,11,137
Australia,Victoria,Australia,4/28/20,-37.8136,144.9631,1354,18,1287
Australia,Western Australia,Australia,4/28/20,-31.9505,115.8605,550,8,495
Austria,,Austria,4/28/20,47.5162,14.5501,15357,569,12580
Azerbaijan,,Azerbaijan,4/28/20,40.1431,47.5769,1717,22,1221
Bahamas,,Bahamas,4/28/20,25.025885,-78.035889,80,11,23
Bahrain,,Bahrain,4/28/20,26.0275,50.55,2811,8,1310
Bangladesh,,Bangladesh,4/28/20,23.685,90.3563,6462,155,139
Barbados,,Barbados,4/28/20,13.1939,-59.5432,80,6,39
Belarus,,Belarus,4/28/20,53.7098,27.9534,12208,79,1993
Belgium,,Belgium,4/28/20,50.8333,4.469936,47334,7331,10943
Benin,,Benin,4/28/20,9.3077,2.3158,64,1,33
Bhutan,,Bhutan,4/28/20,27.5142,90.4336,7,0,5
Bolivia,,Bolivia,4/28/20,-16.2902,-63.5887,1053,55,110
Bosnia and Herzegovina,,Bosnia and Herzegovina,4/28/20,43.9159,17.6791,1585,63,682
Brazil,,Brazil,4/28/20,-14.235,-51.9253,73235,5083,32544
Brunei,,Brunei,4/28/20,4.5353,114.7277,138,1,124
Bulgaria,,Bulgaria,4/28/20,42.7339,25.4858,1399,58,222
Burkina Faso,,Burkina Faso,4/28/20,12.2383,-1.5616,638,42,476
Cabo Verde,,Cabo Verde,4/28/20,16.5388,-23.0418,114,1,2
Cambodia,,Cambodia,4/28/20,11.55,104.9167,122,0,119
Cameroon,,Cameroon,4/28/20,3.848,11.5021,1705,58,915
Central African Republic,,Central African Republic,4/28/20,6.6111,20.9394,50,0,10
Chad,,Chad,4/28/20,15.4542,18.7322,52,2,19
Chile,,Chile,4/28/20,-35.6751,-71.543,16044,207,7710
China,Anhui,China,4/28/20,31.8257,117.2264,991,6,985
China,Beijing,China,4/28/20,40.1824,116.4142,593,9,538
China,Chongqing,China,4/28/20,30.0572,107.874,579,6,573
China,Fujian,China,4/28/20,26.0789,117.9874,355,1,352
China,Gansu,China,4/28/20,35.7518,104.2861,139,2,137
China,Guangdong,China,4/28/20,23.3417,113.4244,1588,8,1554
China,Guangxi,China,4/28/20,23.8298,108.7881,254,2,252
China,Guizhou,China,4/28/20,26.8154,106.8748,147,2,145
China,Hainan,China,4/28/20,19.1959,109.7453,168,6,162
China,Hebei,China,4/28/20,37.8957,114.9042,328,6,318
China,Heilongjiang,China,4/28/20,47.862,127.7615,939,13,587
China,Henan,China,4/28/20,33.882,113.614,1276,22,1254
China,Hong Kong,China,4/28/20,22.3,114.2,1037,4,811
China,Hubei,China,4/28/20,30.9756,112.2707,68128,4512,63616
China,Hunan,China,4/28/20,27.6104,111.7088,1019,4,1015
China,Inner Mongolia,China,4/28/20,44.0935,113.9448,199,1,146
China,Jiangsu,China,4/28/20,32.9711,119.455,653,0,647
China,Jiangxi,China,4/28/20,27.614,115.7221,937,1,936
China,Jilin,China,4/28/20,43.6661,126.1923,110,1,99
China,Liaoning,China,4/28/20,41.2956,122.6085,146,2,143
China,Macau,China,4/28/20,22.1667,113.55,45,0,33
China,Ningxia,China,4/28/20,37.2692,106.1655,75,0,75
China,Qinghai,China,4/28/20,35.7452,95.9956,18,0,18
China,Shaanxi,China,4/28/20,35.1917,108.8701,306,3,253
China,Shandong,China,4/28/20,36.3427,118.1498,787,7,771
China,Shanghai,China,4/28/20,31.202,121.4491,645,7,584
China,Shanxi,China,4/28/20,37.5777,112.2922,197,0,160
China,Sichuan,China,4/28/20,30.6171,102.7103,561,3,558
China,Tianjin,China,4/28/20,39.3054,117.323,190,3,183
China,Tibet,China,4/28/20,31.6927,88.0924,1,0,1
China,Xinjiang,China,4/28/20,41.1129,85.2401,76,3,73
China,Yunnan,China,4/28/20,24.974,101.487,185,2,181
China,Zhejiang,China,4/28/20,29.1832,120.0934,1268,1,1262
Colombia,,Colombia,4/28/20,4.5709,-74.2973,5949,269,1268
Congo,,Congo,4/28/20,-0.228,15.8277,207,8,19
Congo,,Congo,4/28/20,-4.0383,21.7587,471,30,56
Costa Rica,,Costa Rica,4/28/20,9.7489,-83.7534,705,6,306
Côte d'Ivoire,,Côte d'Ivoire,4/28/20,7.54,-5.5471,1183,14,525
Croatia,,Croatia,4/28/20,45.1,15.2,2047,63,1232
Diamond Princess,,Diamond Princess,4/28/20,0.0,0.0,712,13,645
Cuba,,Cuba,4/28/20,21.521757,-77.78116700000002,1437,58,575
Cyprus,,Cyprus,4/28/20,35.1264,33.4299,837,15,148
Czech Republic (Czechia),,Czech Republic (Czechia),4/28/20,49.8175,15.473,7504,227,2948
Denmark,Faroe Islands,Denmark,4/28/20,61.8926,-6.9118,187,0,181
Denmark,Greenland,Denmark,4/28/20,71.7069,-42.6043,11,0,11
Denmark,,Denmark,4/28/20,56.2639,9.5018,8851,434,6121
Djibouti,,Djibouti,4/28/20,11.8251,42.5903,1072,2,498
Dominican Republic,,Dominican Republic,4/28/20,18.7357,-70.1627,6416,286,1165
Ecuador,,Ecuador,4/28/20,-1.8312,-78.1834,24258,871,1557
Egypt,,Egypt,4/28/20,26.820553000000004,30.802498,5042,359,1304
El Salvador,,El Salvador,4/28/20,13.7942,-88.8965,345,8,97
Equatorial Guinea,,Equatorial Guinea,4/28/20,1.6508,10.2679,315,1,9
Eritrea,,Eritrea,4/28/20,15.1794,39.7823,39,0,19
Estonia,,Estonia,4/28/20,58.5953,25.0136,1660,50,240
Eswatini,,Eswatini,4/28/20,-26.5225,31.4659,71,1,10
Ethiopia,,Ethiopia,4/28/20,9.145,40.4897,126,3,50
Fiji,,Fiji,4/28/20,-17.7134,178.065,18,0,12
Finland,,Finland,4/28/20,61.92411,25.748151,4740,199,2800
France,French Guiana,France,4/28/20,3.9339,-53.1258,125,1,93
France,French Polynesia,France,4/28/20,-17.6797,149.4068,58,0,49
France,Guadeloupe,France,4/28/20,16.265,-61.551,149,12,82
France,Mayotte,France,4/28/20,-12.8275,45.166244,460,4,235
France,New Caledonia,France,4/28/20,-20.904305,165.618042,18,0,17
France,Reunion,France,4/28/20,-21.1151,55.5364,418,0,300
France,Saint Barthelemy,France,4/28/20,17.9,-62.8333,6,0,6
France,St Martin,France,4/28/20,18.0708,-63.0501,38,3,24
France,Martinique,France,4/28/20,14.6415,-61.0242,175,14,83
France,,France,4/28/20,46.2276,2.2137,167605,23629,45997
Gabon,,Gabon,4/28/20,-0.8037,11.6094,238,3,53
Gambia,,Gambia,4/28/20,13.4432,-15.3101,10,1,8
Georgia,,Georgia,4/28/20,42.3154,43.3569,511,6,168
Germany,,Germany,4/28/20,51.165691,10.451526,159912,6314,117400
Ghana,,Ghana,4/28/20,7.9465,-1.0232,1671,16,188
Greece,,Greece,4/28/20,39.0742,21.8243,2566,138,577
Guatemala,,Guatemala,4/28/20,15.7835,-90.2308,530,15,49
Guinea,,Guinea,4/28/20,9.9456,-9.6966,1240,7,269
Guyana,,Guyana,4/28/20,4.860416000000002,-58.93018000000001,74,8,15
Haiti,,Haiti,4/28/20,18.9712,-72.2852,76,6,8
Holy See,,Holy See,4/28/20,41.9029,12.4534,10,0,2
Honduras,,Honduras,4/28/20,15.2,-86.2419,702,64,79
Hungary,,Hungary,4/28/20,47.1625,19.5033,2649,291,516
Iceland,,Iceland,4/28/20,64.9631,-19.0208,1795,10,1636
India,,India,4/28/20,20.593684,78.96288,31324,1008,7747
Indonesia,,Indonesia,4/28/20,-0.7893,113.9213,9511,773,1254
Iran,,Iran,4/28/20,32.427908,53.68804599999999,92584,5877,72439
Iraq,,Iraq,4/28/20,33.223191,43.679291,1928,90,1319
Ireland,,Ireland,4/28/20,53.1424,-7.6921,19877,1159,9233
Israel,,Israel,4/28/20,31.046051,34.851612,15728,210,7746
Italy,,Italy,4/28/20,41.87194,12.56738,201505,27359,68941
Jamaica,,Jamaica,4/28/20,18.1096,-77.2975,364,7,29
Japan,,Japan,4/28/20,36.204824,138.252924,13860,436,1899
Jordan,,Jordan,4/28/20,31.24,36.51,449,8,348
Kazakhstan,,Kazakhstan,4/28/20,48.0196,66.9237,3027,25,774
Kenya,,Kenya,4/28/20,-0.0236,37.9062,374,14,124
South Korea,,South Korea,4/28/20,35.90775700000001,127.766922,10761,246,8922
Kuwait,,Kuwait,4/28/20,29.31166,47.481766,3440,23,1176
Kyrgyzstan,,Kyrgyzstan,4/28/20,41.20438,74.766098,708,8,416
Latvia,,Latvia,4/28/20,56.8796,24.6032,836,13,267
Lebanon,,Lebanon,4/28/20,33.8547,35.8623,717,24,145
Liberia,,Liberia,4/28/20,6.4280550000000005,-9.429499,141,16,45
Liechtenstein,,Liechtenstein,4/28/20,47.14,9.55,82,1,80
Lithuania,,Lithuania,4/28/20,55.1694,23.8813,1344,44,536
Luxembourg,,Luxembourg,4/28/20,49.8153,6.1296,3741,89,3123
Madagascar,,Madagascar,4/28/20,-18.766947,46.869107,128,0,82
Malaysia,,Malaysia,4/28/20,4.210483999999999,101.975766,5851,100,4032
Maldives,,Maldives,4/28/20,3.2028,73.2207,250,0,17
Malta,,Malta,4/28/20,35.9375,14.3754,458,4,303
Mauritania,,Mauritania,4/28/20,21.0079,-10.9408,7,1,6
Mauritius,,Mauritius,4/28/20,-20.348404,57.552152,334,10,303
Mexico,,Mexico,4/28/20,23.6345,-102.5528,16752,1569,11423
Moldova,,Moldova,4/28/20,47.4116,28.3699,3638,103,975
Monaco,,Monaco,4/28/20,43.7333,7.4167,95,4,50
Mongolia,,Mongolia,4/28/20,46.8625,103.8467,38,0,10
Montenegro,,Montenegro,4/28/20,42.708678000000006,19.37439,321,7,199
Morocco,,Morocco,4/28/20,31.7917,-7.0926,4252,165,778
Namibia,,Namibia,4/28/20,-22.9576,18.4904,16,0,8
Nepal,,Nepal,4/28/20,28.1667,84.25,54,0,16
Netherlands,Aruba,Netherlands,4/28/20,12.5211,-69.9683,100,2,73
Netherlands,Curacao,Netherlands,4/28/20,12.1696,-68.99,16,1,11
Netherlands,Sint Maarten,Netherlands,4/28/20,18.0425,-63.0548,75,13,33
Netherlands,,Netherlands,4/28/20,52.1326,5.2913,38416,4566,0
New Zealand,,New Zealand,4/28/20,-40.9006,174.886,1474,19,1229
Nicaragua,,Nicaragua,4/28/20,12.865416,-85.207229,13,3,7
Niger,,Niger,4/28/20,17.607789,8.081666,709,31,403
Nigeria,,Nigeria,4/28/20,9.082,8.6753,1532,44,255
North Macedonia,,North Macedonia,4/28/20,41.6086,21.7453,1421,71,589
Norway,,Norway,4/28/20,60.472,8.4689,7660,206,32
Oman,,Oman,4/28/20,21.512583,55.92325500000001,2131,10,364
Pakistan,,Pakistan,4/28/20,30.3753,69.3451,15525,343,3425
Panama,,Panama,4/28/20,8.538,-80.7821,6021,167,455
Papua New Guinea,,Papua New Guinea,4/28/20,-6.314993,143.95555,8,0,0
Paraguay,,Paraguay,4/28/20,-23.4425,-58.4438,239,9,102
Peru,,Peru,4/28/20,-9.19,-75.0152,31190,854,9179
Philippines,,Philippines,4/28/20,12.879721,121.774017,7958,530,975
Poland,,Poland,4/28/20,51.9194,19.1451,12218,596,2655
Portugal,,Portugal,4/28/20,39.3999,-8.2245,24322,948,1389
Qatar,,Qatar,4/28/20,25.3548,51.1839,11921,10,1134
Romania,,Romania,4/28/20,45.9432,24.9668,11616,663,3404
Russia,,Russia,4/28/20,61.52401,105.318756,93558,867,8456
Rwanda,,Rwanda,4/28/20,-1.9403,29.8739,212,0,95
Saint Lucia,,Saint Lucia,4/28/20,13.9094,-60.9789,15,0,15
St. Vincent & Grenadines,,St. Vincent & Grenadines,4/28/20,12.9843,-61.2872,15,0,8
San Marino,,San Marino,4/28/20,43.9424,12.4578,553,41,64
Saudi Arabia,,Saudi Arabia,4/28/20,23.885942,45.079162,20077,152,2784
Senegal,,Senegal,4/28/20,14.4974,-14.4524,823,9,296
Serbia,,Serbia,4/28/20,44.0165,21.0059,8497,168,1260
Seychelles,,Seychelles,4/28/20,-4.6796,55.492,11,0,6
Singapore,,Singapore,4/28/20,1.2833,103.8333,14951,14,1128
Slovakia,,Slovakia,4/28/20,48.669,19.699,1384,20,423
Slovenia,,Slovenia,4/28/20,46.1512,14.9955,1408,86,223
Somalia,,Somalia,4/28/20,5.152149,46.199616,528,28,19
South Africa,,South Africa,4/28/20,-30.5595,22.9375,4996,93,2073
Spain,,Spain,4/28/20,40.463667,-3.74922,210773,23822,102548
Sri Lanka,,Sri Lanka,4/28/20,7.873054,80.77179699999998,619,7,134
Sudan,,Sudan,4/28/20,12.8628,30.2176,318,25,31
Suriname,,Suriname,4/28/20,3.9193,-56.0278,10,1,7
Sweden,,Sweden,4/28/20,60.128161,18.643501,19621,2355,0
Switzerland,,Switzerland,4/28/20,46.8182,8.2275,29264,1699,22600
Taiwan,,Taiwan,4/28/20,23.7,121.0,429,6,307
Tanzania,,Tanzania,4/28/20,-6.369028,34.888822,299,10,48
Thailand,,Thailand,4/28/20,15.870032,100.992541,2938,54,2652
Togo,,Togo,4/28/20,8.6195,0.8248,99,6,63
Trinidad and Tobago,,Trinidad and Tobago,4/28/20,10.6918,-61.2225,116,8,59
Tunisia,,Tunisia,4/28/20,33.886917,9.537499,975,40,279
Turkey,,Turkey,4/28/20,38.9637,35.2433,114653,2992,38809
Uganda,,Uganda,4/28/20,1.373333,32.290275,79,0,52
Ukraine,,Ukraine,4/28/20,48.3794,31.1656,9410,239,992
United Arab Emirates,,United Arab Emirates,4/28/20,23.424076,53.847818,11380,89,2181
United Kingdom,Bermuda,United Kingdom,4/28/20,32.3078,-64.7505,110,6,44
United Kingdom,Cayman Islands,United Kingdom,4/28/20,19.3133,-81.2546,70,1,10
United Kingdom,Channel Islands,United Kingdom,4/28/20,49.3723,-2.3644,530,36,352
United Kingdom,Gibraltar,United Kingdom,4/28/20,36.1408,-5.3536,141,0,131
United Kingdom,Isle of Man,United Kingdom,4/28/20,54.2361,-4.5481,309,21,252
United Kingdom,Montserrat,United Kingdom,4/28/20,16.742498,-62.187366,11,1,2
United Kingdom,,United Kingdom,4/28/20,55.3781,-3.4360000000000004,167152,25319,0
Uruguay,,Uruguay,4/28/20,-32.5228,-55.7658,625,15,394
United States,,United States,4/28/20,40.0,-100.0,1015518,59454,115936
Uzbekistan,,Uzbekistan,4/28/20,41.377491,64.585262,1939,8,992
Venezuela,,Venezuela,4/28/20,6.4238,-66.5897,329,10,142
Vietnam,,Vietnam,4/28/20,14.058324,108.277199,270,0,222
Zambia,,Zambia,4/28/20,-13.133897,27.849332,95,3,42
Zimbabwe,,Zimbabwe,4/28/20,-19.015438,29.154857,32,4,5
Dominica,,Dominica,4/28/20,15.415,-61.371,16,0,13
Grenada,,Grenada,4/28/20,12.1165,-61.679,19,0,10
Mozambique,,Mozambique,4/28/20,-18.6657,35.5296,76,0,12
Syria,,Syria,4/28/20,34.8021,38.9968,43,3,21
Timor-Leste,,Timor-Leste,4/28/20,-8.8742,125.7275,24,0,6
Belize,,Belize,4/28/20,17.1899,-88.4976,18,2,9
Laos,,Laos,4/28/20,19.85627,102.495496,19,0,7
Libya,,Libya,4/28/20,26.3351,17.228331,61,2,18
Israel,,Israel,4/28/20,31.9522,35.2332,343,2,71
Guinea-Bissau,,Guinea-Bissau,4/28/20,11.8037,-15.1804,73,1,18
Mali,,Mali,4/28/20,17.570692,-3.996166000000001,424,24,122
Saint Kitts & Nevis,,Saint Kitts & Nevis,4/28/20,17.357822,-62.782998,15,0,4
Kosovo,,Kosovo,4/28/20,42.602636,20.902977,780,22,201
Myanmar,,Myanmar,4/28/20,21.9162,95.956,150,5,16
United Kingdom,Anguilla,United Kingdom,4/28/20,18.2206,-63.0686,3,0,3
United Kingdom,British Virgin Islands,United Kingdom,4/28/20,18.4207,-64.64,6,1,3
United Kingdom,Turks and Caicos Islands,United Kingdom,4/28/20,21.69400000000001,-71.7979,12,1,5
MS Zaandam,,MS Zaandam,4/28/20,0.0,0.0,9,2,0
Botswana,,Botswana,4/28/20,-22.3285,24.6849,23,1,0
Burundi,,Burundi,4/28/20,-3.3731,29.9189,11,1,4
Sierra Leone,,Sierra Leone,4/28/20,8.460555000000001,-11.779889,104,4,12
Netherlands,"Bonaire, Sint Eustatius and Saba",Netherlands,4/28/20,12.1784,-68.2385,5,0,0
Malawi,,Malawi,4/28/20,-13.2543,34.3015,36,3,5
United Kingdom,Falkland Islands (Malvinas),United Kingdom,4/28/20,-51.7963,-59.5236,13,0,11
France,Saint Pierre and Miquelon,France,4/28/20,46.8852,-56.3159,1,0,0
South Sudan,,South Sudan,4/28/20,6.877000000000002,31.307,34,0,0
Western Sahara,,Western Sahara,4/28/20,24.2155,-12.8858,6,0,5
Sao Tome & Principe,,Sao Tome & Principe,4/28/20,0.1864,6.6131,8,0,4
Yemen,,Yemen,4/28/20,15.552727,48.516388,1,0,1
Comoros,,Comoros,4/28/20,-11.6455,43.3333,0,0,0
Tajikistan,,Tajikistan,4/28/20,38.861,71.2761,0,0,0
Lesotho,,Lesotho,4/28/20,-29.61,28.2336,0,0,0
Afghanistan,,Afghanistan,4/29/20,33.93911,67.709953,1939,60,252
Albania,,Albania,4/29/20,41.1533,20.1683,766,30,455
Algeria,,Algeria,4/29/20,28.0339,1.6596,3848,444,1702
Andorra,,Andorra,4/29/20,42.5063,1.5218,743,42,423
Angola,,Angola,4/29/20,-11.2027,17.8739,27,2,7
Antigua and Barbuda,,Antigua and Barbuda,4/29/20,17.0608,-61.7964,24,3,11
Argentina,,Argentina,4/29/20,-38.4161,-63.6167,4285,214,1192
Armenia,,Armenia,4/29/20,40.0691,45.0382,1932,30,900
Australia,Australian Capital Territory,Australia,4/29/20,-35.4735,149.0124,106,3,101
Australia,New South Wales,Australia,4/29/20,-33.8688,151.2093,3016,40,2284
Australia,Northern Territory,Australia,4/29/20,-12.4634,130.8456,28,0,25
Australia,Queensland,Australia,4/29/20,-27.4698,153.0251,1033,6,943
Australia,South Australia,Australia,4/29/20,-34.9285,138.6007,438,4,420
Australia,Tasmania,Australia,4/29/20,-42.8821,147.3272,219,12,144
Australia,Victoria,Australia,4/29/20,-37.8136,144.9631,1361,18,1291
Australia,Western Australia,Australia,4/29/20,-31.9505,115.8605,551,8,507
Austria,,Austria,4/29/20,47.5162,14.5501,15402,580,12779
Azerbaijan,,Azerbaijan,4/29/20,40.1431,47.5769,1766,23,1267
Bahamas,,Bahamas,4/29/20,25.025885,-78.035889,80,11,23
Bahrain,,Bahrain,4/29/20,26.0275,50.55,2921,8,1455
